Sharan Louise Harper,Wed Sep,RT fred guttenberg https t co zdnAjVn dp,0.0,0.0
Lou Fiorentino,Wed Sep,Lawmaker US Senate staff targeted by state backed hackers and that the Senate s security office won t help defend https t co h FWXkm,0.0,0.0
Nick Martucci,Wed Sep,RT gin and tacos vote zero public debate File under Healthcare is too expensive we can t afford it https t co wnubtxLJDL,-0.25,0.3833333333333333
Rosa Mitchell,Wed Sep,RT NathanLerner If Republicans actually cared about the integrity of the Supreme Court and morality they would replace Kavanaugh with an,0.0,0.1
HCGConservative,Wed Sep,RT RyanAFournier One man is accused of being forceful with no proof at all in his teens and the left goes crazy Another man murders,-0.3,0.45
Mr Snowflake,Wed Sep,SenatorCollins When you have to take a leave of absence from the Senate hire private security and leave your hous https t co R AlU TYEq,-0.00625,0.1875
Mike Drake,Wed Sep,RT Truthmotiv Is it not obvious to everyone how coordinated this is to delay the nomination till at least November s midterms https,-0.15,0.45
JBC,Wed Sep,We re Sexual Misconduct Law Experts The Senate s Brett Kavanaugh Investigation Is a Hot Mess FORTUNE https t co zMFjgbVzn,0.19166666666666665,0.6194444444444446
LAM,Wed Sep,RT jackjonesbabe Avenatti is just another arrogant entitled bloviating windbag who values the sound of his own voice over the rights an,0.5,0.7
Katherine Hull,Wed Sep,RT tribelaw The FBI clearly has jurisdiction without any referral from the WH to investigate the death threats the hacking and the ha,0.10000000000000002,0.3833333333333333
Scott Vincent,Wed Sep,RT RyanAFournier One man is accused of being forceful with no proof at all in his teens and the left goes crazy Another man murders,-0.3,0.45
MelbaToasted,Wed Sep,RT danpfeiffer There is zero reason not to slow the process down to do everything possible to ensure the Senate isn t about to give a lif,-0.15185185185185188,0.562962962962963
Ayn,Wed Sep,wow not withher any more Trump,0.3,0.75
Jim McCasland,Wed Sep,RT ZoeTillman Grassley s office just put out a letter he sent to Feinstein asking for an unredacted copy of the original Ford letter ht,0.375,0.75
Alan Young,Wed Sep,RT RyanAFournier One man is accused of being forceful with no proof at all in his teens and the left goes crazy Another man murders,-0.3,0.45
T C,Wed Sep,RT jennycohn Looking ahead to BetoORourke s Texas senate race against Ted Cruz we have a serious election integrity problem becaus,-0.3333333333333333,0.6666666666666666
Horns By Bob,Wed Sep,RT HoarseWisperer If you are a parent of a teenage daughter be advised that Senate Republicans do not believe she is entitled to safety,0.0,0.0
Valmarie Figueiredo,Wed Sep,RT ChuckGrassley If Senate Dems think they need the FBI to investigate why didn t they alert the FBI on July As soon as I learned of,0.0,0.0
Jacquie O Adorable Deplorable Dreg,Wed Sep,RT RyanAFournier One man is accused of being forceful with no proof at all in his teens and the left goes crazy Another man murders,-0.3,0.45
martin lawrence,Wed Sep,RT karpmj In Republicans refused to vote military for months threatened to disband the Army amp forced a special session of Congr,-0.01428571428571429,0.2904761904761905
Yvonne Smith,Wed Sep,RT Lawrence The Republican Senate abusers of Professor Anita Hill are now trying to abuse Professor Christine Blasey Ford OrrinHatch C,0.0,0.0
I can t even,Wed Sep,RT tribelaw This letter absolutely needs to be followed up by the Senate Judiciary Committee the FBI and the WH If authentic it must,0.35,0.825
Patrick Western,Wed Sep,What about addressing climate change which a Senate enquiry concluded on May is a current and existentia https t co DXuThXNJRW,0.0,0.4
Judith Giampietro,Wed Sep,RT JoyceWhiteVance When you re THIS witness testimony isn t optional The Senate needs to delay the hearing until Mark Judge s appearanc,0.0,0.0
dawn ouellette,Wed Sep,RT JesseLehrich the Violence Against Women Reauthorization Act of passed the Senate the highest ranking Rs on senjudiciar,0.0,0.0
Christine Largent,Wed Sep,Exactly right sir,0.2857142857142857,0.5357142857142857
bmf Kenny,Wed Sep,RT RyanAFournier One man is accused of being forceful with no proof at all in his teens and the left goes crazy Another man murders,-0.3,0.45
Lillian Murphy,Wed Sep,RT Cocoa Bean Clown show W Ford s lawyer Have no fear Sen Grassley is here school the legally challenged dingbat The job of assessi,0.2,0.2
Moloch is Dead Jesus He is US,Wed Sep,RT AngeleStar In her account to The Washington Post Ms Ford noted that there was four boys at the high school party In a letter to,0.16,0.5399999999999999
GaryAtty,Wed Sep,JillWineBanks Nothing like white men in their s whose mindset is the s Father Knows Best adding insult to Dr https t co hoFHpd tk,0.5,0.15
J,Wed Sep,RT Stonewall Republicans flip seat in Texas for a state senate seat that hasn t been won by a Republican in years,0.0,0.0
SandersTurner,Wed Sep,RT OurRevolution Where s the increase in spending for our schools To help seniors barely scraping by To finally join every other major,-0.0031249999999999993,0.49375
X Jackie XX MAGA,Wed Sep,RT SandraTXAS George Soros Hollywood and NYC Democrats are pouring money into Texas Senate political campaign Take nothing for granted,0.0,0.1
Nevin Zolenski,Wed Sep,RT SheriffClarke Oh BULL SH T This wench is being coached and paid by Democrat operatives This is a stall tactic to help Senate Democrat,0.0,0.0
Beverly Person,Wed Sep,RT SenatorCollins I hope that Dr Ford will reconsider and testify before the Senate Judiciary Committee on Monday It is my understandin,0.0,0.0
Baba,Wed Sep,Thread by Baba For those that know me I have been saying for months that this Blue Wave is a complete an https t co v xqLnmm F,0.05,0.25
Ian,Wed Sep,I get why Wyden s office is pressing for this and it s productive in a few ways But not the fault of the Senate SaA,-0.2,0.1
Andrew,Wed Sep,RT MarkWarner It sends a message when you oppose reopening Judge Kavanaugh s background investigation It sends a message when you ll onl,0.0,0.0
Marty,Wed Sep,RT mitchellvii Is everyone aware that Trump is using this whole clown show by the Democrats to force them so far Left they are now denyin,0.1375,0.4125
Nora,Wed Sep,RT horowitz He s already talked to them times you lying sack The FBI investigates crimes except when it comes to Trump and his nomi,0.0,0.0
Carol Grow Johnk,Wed Sep,RT Lawrence Lying under oath to a Republican controlled senate is only investigated as a crime if the senate wants it to be investigated,0.1,0.55
Dragon Energy Chris,Wed Sep,RT Stonewall Republicans flip seat in Texas for a state senate seat that hasn t been won by a Republican in years,0.0,0.0
Raj Balasubramanian,Wed Sep,RT ItsMeCathi These are the white Republican men who will be questioning Christine Blasey Ford on the Senate Judiciary committee Re,0.0,0.0
Constitution Pete,Wed Sep,Liberals are losing they know it and they are desperate They no longer care how they appear evidence SenSchumer https t co bc ih Jhx,-0.6,1.0
R L B,Wed Sep,RT RyanAFournier One man is accused of being forceful with no proof at all in his teens and the left goes crazy Another man murders,-0.3,0.45
Dabloguiman,Wed Sep,RT PhilippeReines FBI It s a crime to threaten Dr Ford a Senate witness US Code Tampering w witness Whoever uses the thre,0.0,0.0
Harriette Fox,Wed Sep,RT tribelaw This letter absolutely needs to be followed up by the Senate Judiciary Committee the FBI and the WH If authentic it must,0.35,0.825
GingerCTrumpTreason,Wed Sep,RT Lawrence Lying under oath to a Republican controlled senate is only investigated as a crime if the senate wants it to be investigated,0.1,0.55
Mary Lou Hooker,Wed Sep,RT seanmdav It wasn t supposed to go this far Senate Republicans were supposed to buckle Trump was supposed to get wobbly Kavanaugh wa,0.1,1.0
Mental Health Editor,Wed Sep,RT TheAVClub Senate passes Music Modernization Act paving the way for big royalty changes https t co oJNU E V https t co q e iOl eS,0.0,0.1
Cherie,Wed Sep,RT ChuckGrassley If Senate Dems think they need the FBI to investigate why didn t they alert the FBI on July As soon as I learned of,0.0,0.0
The Farm,Wed Sep,RT SheriffClarke There is a disconnect when GOP congresssional leaders spend nearly a trillion and call it a break through All that,0.1,0.4
Don Day,Wed Sep,RT SheriffClarke Oh BULL SH T This wench is being coached and paid by Democrat operatives This is a stall tactic to help Senate Democrat,0.0,0.0
Rachel,Wed Sep,RT farhip Sen Grassley rejects Dems request for FBI investigation of accuser s allegations against Kavanagh per letter to Senate Demo,0.0,0.0
Dr Nana,Wed Sep,RT SenatorCollins I hope that Dr Ford will reconsider and testify before the Senate Judiciary Committee on Monday It is my understandin,0.0,0.0
Doreen Stermann,Wed Sep,RT BarbMcQuade WH could direct FBI to reopen Kavanaugh background investigation and it could be completed within a week Interview Dr F,0.1,0.4
Wilson Timoteo,Wed Sep,RT WalkerBragman Every single Senate Dem including resistance icons Kamala Harris Cory Booker and Kirsten Gillibrand voted for a milit,-0.07142857142857142,0.21428571428571427
eaglesgirl life,Wed Sep,RT PhilippeReines FBI It s a crime to threaten Dr Ford a Senate witness US Code Tampering w witness Whoever uses the thre,0.0,0.0
Clare Henry McCanna,Wed Sep,RT Celeste pewter Say WHAT I was looking forward to Issa disappearing from federal service forever Luckily this position requires Se,0.3333333333333333,0.8333333333333334
FURealDT,Wed Sep,RT TexasTribune BetoORourke leads TedCruz by points among likely voters in U S Senate race according to a new poll https t co J,0.06818181818181818,0.7272727272727273
Sarita Shinn glovesoff,Wed Sep,RT CoryBooker Dr Ford is brave to come forward in the face of intimidation and threats to her and her family s safety It is wrong to,0.15000000000000002,0.95
debbie,Wed Sep,RT davealvord unseen unseen mizdonna UniverseatLarge blc is contagious olystubbies Cara TXZEAL BluesBrother sportsmo,0.0,0.0
Bentley Gardener,Wed Sep,RT Lawrence Lying under oath to a Republican controlled senate is only investigated as a crime if the senate wants it to be investigated,0.1,0.55
TreadNot,Wed Sep,FoxNews the senate hearing is a sham designed to give the appearance of due process when in actuality it is a whitewash,-0.1625,0.3375
INDEPENDENT DOTTIE,Wed Sep,RT Suesantha Dems especially like this joke have zero credibility we need to get these out and real Americans in https t co zW ikeyW,0.1,0.65
Vegas Odds,Wed Sep,RT realTylerZed Texas just flipped a state senate seat from blue to red after being held by a Democrat for years Want to know how,0.0,0.05
Jenny,Wed Sep,RT MarkWarner It sends a message when you oppose reopening Judge Kavanaugh s background investigation It sends a message when you ll onl,0.0,0.0
moni,Wed Sep,RT leftiblog The Senate just voted to approve a B military budget which represents yet another B increase NOT A SINGLE DEMO,-0.03214285714285715,0.15714285714285714
Cheryl Rutledge,Wed Sep,Election tampering maybe,0.0,0.0
Storme,Wed Sep,RT RealJamesWoods Meanwhile as the Democrat MeTooHucksters embarrass themselves and the Senate in front of the whole world there is,0.2,0.4
GotAFriendSomeWhere,Wed Sep,RT kenklippenstein Speech that Kavanaugh submitted to the Senate hit control f and type what happens at georgetown nothing comes up,0.0,0.0
Tammy Rainey,Wed Sep,RT tribelaw The FBI clearly has jurisdiction without any referral from the WH to investigate the death threats the hacking and the ha,0.10000000000000002,0.3833333333333333
Cindy Desmond,Wed Sep,I am issuing a challenge to you to pick at least democrats who are running for the Senate of the House and donate https t co TvW Ro O,-0.3,0.4
Shawn Richards,Wed Sep,RT CoryBooker Dr Ford is brave to come forward in the face of intimidation and threats to her and her family s safety It is wrong to,0.15000000000000002,0.95
Dianne,Wed Sep,RT Redhead Rob Arlett seeking the Delaware US Senate seat A conservative believes in the rule of law Rob is a true conservative tha,0.35,0.65
Luke Price,Wed Sep,RT tarastrong LETSGOBETO https t co LJugC gnI,0.0,0.0
W C McCawber,Wed Sep,RT SandraTXAS George Soros Hollywood and NYC Democrats are pouring money into Texas Senate political campaign Take nothing for granted,0.0,0.1
Janette gallagher,Wed Sep,RT RyanAFournier One man is accused of being forceful with no proof at all in his teens and the left goes crazy Another man murders,-0.3,0.45
Albert Latham,Wed Sep,RT tedcruz Big important victory for Texas https t co SSWDX DdOI,0.2,0.55
Maisie B,Wed Sep,RT hrTVMazi DEM HISTORY OF seanmdav It wasn t supposed to go this far Senate Republicans were supposed to buckle Trump was supposed,0.1,1.0
cat ferguson,Wed Sep,RT tribelaw The FBI clearly has jurisdiction without any referral from the WH to investigate the death threats the hacking and the ha,0.10000000000000002,0.3833333333333333
Ironsharky is sad for Dr Ford,Wed Sep,RT PuestoLoco That s why Dems on the Senate committee need to file a criminal referral to the FBI for Kavanaugh lying to Congress https,-0.4,0.55
Jamie,Wed Sep,RT JoyceWhiteVance It s not Dr Ford has never testified in the Senate unlike Kavanaugh She deserves time to understand the process befo,0.0,0.0
Sutton M Gates III,Wed Sep,RT JoyceWhiteVance It s not Dr Ford has never testified in the Senate unlike Kavanaugh She deserves time to understand the process befo,0.0,0.0
Pamela Curtis,Wed Sep,RT Alyssa Milano BREAKING The Senate Judiciary Committee just formally postponed the vote on Kavanaugh s nomination,0.0,0.0
Soniaa,Wed Sep,RT SenFeinstein No FBI investigation no outside witnesses publicly stating Dr Ford is mixed up amp demanding she come before the Sena,0.0,0.12222222222222223
p,Wed Sep,RT AP BREAKING U S senator says foreign agents are targeting senators personal accounts but Senate security hasn t defended them htt,-0.0625,0.2125
Anna Clayton,Wed Sep,RT tribelaw The FBI clearly has jurisdiction without any referral from the WH to investigate the death threats the hacking and the ha,0.10000000000000002,0.3833333333333333
Meghan Williams,Wed Sep,RT seanmdav It wasn t supposed to go this far Senate Republicans were supposed to buckle Trump was supposed to get wobbly Kavanaugh wa,0.1,1.0
The Coloradoan Man,Wed Sep,RT SenJeffMerkley America deserves to know the truth To everyone attacking Dr Ford is that really how you want to treat victims of se,0.2,0.2
spauley,Wed Sep,RT SenDuckworth During WWII brave Chinese Americans volunteered to protect their fellow Americans They faced outright discrimin,0.4,0.5
WomanWarrior,Wed Sep,RT emilyslist These two states represent our best opportunities to flip seats and take back the Senate Donate now to help us win,0.6,0.2333333333333333
Timbo Resists,Wed Sep,RT HoarseWisperer If you are a parent of a teenage daughter be advised that Senate Republicans do not believe she is entitled to safety,0.0,0.0
SAvery,Wed Sep,RT sunnyrinker GOP candidate scores upset win in Texas state Senate runoff https t co cwe SwPHbk,0.8,0.4
Nick,Wed Sep,RT Trillburne Just bookmarking this for the next time a dipshit with a haircut asks how we plan on paying for universal healthcare,0.0,0.0
Just me,Wed Sep,RT RodStryker This slander campaign against Judge Kavanaugh is to delay his Supreme Court confirmation until after midterm elections on N,0.0,0.0
Pamela Brown,Wed Sep,RT seanmdav It wasn t supposed to go this far Senate Republicans were supposed to buckle Trump was supposed to get wobbly Kavanaugh wa,0.1,1.0
Cece,Wed Sep,RT QuinnBx In an apparent attempt to delay the vote Kavanaugh s acuser Christine Ford will not appear before the Senate Judiciary commi,0.05,0.35
Rose Ann Barks,Wed Sep,RT Lawrence Lying under oath to a Republican controlled senate is only investigated as a crime if the senate wants it to be investigated,0.1,0.55
Cathy Coleman,Wed Sep,RT chrisgeidner One odd point This letter from the Senate Judiciary Committee chair to the Dems on the committee was distributed by,-0.16666666666666666,0.25
johncollinspty,Wed Sep,RT seanmdav It wasn t supposed to go this far Senate Republicans were supposed to buckle Trump was supposed to get wobbly Kavanaugh wa,0.1,1.0
Lisa,Wed Sep,RT PhilippeReines FBI It s a crime to threaten Dr Ford a Senate witness US Code Tampering w witness Whoever uses the thre,0.0,0.0
Dawn Lenhardt,Wed Sep,RT freddyatton WOMEN OF THE WORLD CALL TO ARMS YOUR GIRL NEEDS HELP Walk into that Senate Hearing on Monday with Anita Hill Sto,0.0,0.0
Rhonda Hurley,Wed Sep,RT ii shieldwolf Carrie Koelker to run for state Senate in District https t co WQWIR Xw via qctimes,0.0,0.0
CanUsa,Wed Sep,Trust me when you ve been assaulted you know exactly the date the year the place amp everything that happened that en https t co CnvGbIs,0.25,0.25
StansGen,Wed Sep,To those all those appalled by Senate plan to disregard Dr Ford s statement while calling her mixed up call Sen https t co ZkIpIaFP F,-0.4,0.625
Wayne J Rivera,Wed Sep,RT KamVTV Last night for the first time in years a Republican FLIPPED a blue seat to RED in Texas in special election Hows that,0.12142857142857144,0.21428571428571427
Gregg,Wed Sep,RT SenFeinstein The FBI routinely investigates allegations like Dr Ford s They did it with Anita Hill s allegations years ago and th,0.0,0.0
deadpool,Wed Sep,The Kavanaugh Smear Job Is Falling Apart and the Senate Owes Him an Apology https t co YBF gsS Zd via YouTube,0.0,0.0
I m third,Wed Sep,RT JoyceWhiteVance It s not Dr Ford has never testified in the Senate unlike Kavanaugh She deserves time to understand the process befo,0.0,0.0
susan benham,Wed Sep,It s time for the grown ups to StepUp amp DEMAND an Investigation to the Kavanaugh scandal Call your Senate https t co OT aQ UozG,0.0,0.0
Vedehi Majumdar,Wed Sep,RT chunkled Wow you are a sack of bitch https t co VVdQlpTylq,0.1,1.0
debbie,Wed Sep,RT SCOTUSblog Senate Judiciary Committee announces that it will hear testimony from Supreme Court nominee Judge Brett Kavanaugh and Dr C,0.0,0.0
leblanc marie,Wed Sep,RT SenatorCollins I hope that Dr Ford will reconsider and testify before the Senate Judiciary Committee on Monday It is my understandin,0.0,0.0
Donald R Winslow,Wed Sep,GOP If you are a parent of a teenage daughter be advised that Senate Republicans do not believe she is entitled https t co z xi kzOd,0.0,0.0
TheBuGz,Wed Sep,Senate demands formation of Parliamentary body over alleged rigging in polls DunyaNews Pakistan https t co DWq zr NP,-0.1,0.1
jerandnj,Wed Sep,MSNBC Trump is Illegitimate amp trumps nominees are a illegitimate and should be removed when Democrats take The W https t co xYmEtPb,0.0,0.0
David Magee,Wed Sep,RT TheDemCoalition MOMENTUM BetoORourke has been closing the gap over the last several months but this is the first poll that puts him,0.08333333333333333,0.13333333333333333
Brandon Vees,Wed Sep,RT Jali Cat Who thinks ChuckGrassley GrassleyPress HouseJudiciary senjudiciary has done more than enough to make ChristineBlaseyFord,0.25,0.5
